pessoa feliz;predict_arvore;proba_arvore;predict_naive;proba_naive;predict_reg;proba_reg
1;1;0.5714285714285714;0;4.405439064232948e-20;1;0.6763845582740531
1;1;0.8571428571428571;0;4.434224043459805e-11;1;0.9998504611712643
1;1;1.0;1;1.0;1;0.9999121187508868
1;1;0.8571428571428571;0;4.952434532419645e-19;1;0.5435482382578632
0;0;0.5;0;1.4748493217827976e-21;0;0.4652768561408652
1;1;1.0;0;4.682697588637633e-12;1;0.9995150359941785
0;1;0.8571428571428571;0;0.0;0;0.11023095191793673
1;1;1.0;1;1.0;1;0.9995524100609866
1;1;1.0;0;1.5332196726931834e-17;1;0.9196159027382708
1;1;1.0;1;1.0;1;0.9874598499729086
1;1;1.0;1;1.0;1;0.999997866235777
1;1;1.0;0;1.3758049812883688e-09;1;0.9998322904832003
1;0;0.5;0;3.3857907820018273e-22;1;0.6274664336846751
1;1;0.9;0;1.2877943437762957e-17;1;0.8654830157204055
0;0;0.3333333333333333;0;7.585275843068025e-43;0;0.2924484619701016
1;1;1.0;0;1.4167790715913566e-15;1;0.9792647418217267
1;1;0.6666666666666666;0;8.626338863521541e-20;1;0.8920593322446171
1;1;1.0;1;1.0;1;0.9955216181689577
1;1;0.9;1;1.0;1;0.9993857097449779
1;1;0.9;0;1.4862784974949869e-18;1;0.9411774479041574
1;1;1.0;0;0.0001438249348897416;1;0.9999908668706345
1;1;1.0;0;5.4767194565524435e-11;1;0.9995777195610963
1;0;0.3333333333333333;0;8.55890540751584e-19;1;0.7910887452462366
1;1;1.0;0;7.126006428534383e-20;1;0.9299217680669715
1;1;0.6666666666666666;0;1.5646028150867166e-19;0;0.4421991392960111
1;1;0.8571428571428571;0;0.00023657268421899851;1;0.9999925812067134
1;1;1.0;0;1.7121558990511173e-12;1;0.9147608324207862
1;1;0.5714285714285714;0;4.877632571754484e-17;1;0.9365280436659207
1;1;1.0;0;1.266659936192206e-09;1;0.9992694156132844
1;0;0.2857142857142857;0;4.642549758422656e-18;1;0.7115878339413538
1;1;1.0;0;9.38710161066927e-18;1;0.8797923547923648
1;1;0.7777777777777778;0;6.876031099129568e-16;1;0.898255110484461
1;1;0.8571428571428571;0;7.72732955508486e-12;1;0.9994652955051853
1;1;1.0;1;1.0;1;0.9999961350130143
1;0;0.3333333333333333;0;4.301973226831618e-20;1;0.7288421021973277
1;1;0.6666666666666666;0;5.993053004849664e-20;1;0.684792851853975
1;1;0.9;1;1.0;1;0.9983943509745734
1;0;0.3333333333333333;0;1.8088835900572754e-18;1;0.6872060995801599
1;1;1.0;0;4.056165608861599e-18;1;0.7558535460643547
1;1;1.0;0;1.437160225266655e-40;1;0.6903773409065154
0;1;0.7777777777777778;0;8.392132740910336e-21;0;0.21148641407134255
1;1;1.0;0;6.1507289681365894e-12;1;0.998489261750431
1;1;1.0;1;1.0;1;0.9999965157727966
0;1;0.7777777777777778;0;1.5602783072554143e-18;1;0.9150738311839584
1;1;0.875;0;6.191840211765589e-17;1;0.9311227537573264
1;1;1.0;0;3.394823278593553e-12;1;0.9935764096065092
1;0;0.5;0;2.6461467633703704e-18;1;0.7947297680950858
1;1;1.0;1;1.0;1;0.9999045619712055
1;1;1.0;0;1.243530332576414e-10;1;0.9998946007798561
0;1;0.6666666666666666;0;7.035142174180125e-19;1;0.8603783305094668
1;1;0.6666666666666666;1;1.0;1;0.9973276648679599
0;1;0.5714285714285714;0;3.5569920810116676e-14;1;0.8692473452813031
1;1;0.7777777777777778;1;1.0;1;0.9978396897480764
1;1;0.875;0;4.42733983923697e-11;1;0.894504117566697
1;1;0.8461538461538461;1;1.0;1;0.9966625346244306
1;1;1.0;0;3.958758296220189e-20;1;0.757124608835241
0;1;0.6666666666666666;0;3.610675722615085e-19;1;0.8080468557933921
1;1;0.6666666666666666;0;5.811691907451614e-20;1;0.532713498877409
1;1;1.0;0;1.0363288219837221e-10;1;0.9997767653466505
1;1;1.0;0;2.1138382286011023e-10;1;0.9937349334769313
1;1;0.6666666666666666;0;4.0077695314292894e-17;1;0.7085065770968934
1;1;1.0;0;2.0074836659488806e-10;1;0.9997835951213957
1;1;0.9;0;2.0961876944304141e-19;1;0.5567586599376262
0;1;0.5714285714285714;0;1.1433905905397453e-49;0;0.00017459351074639671
1;1;0.9;0;1.1109744404408882e-15;1;0.8933609852851658
1;1;0.9;1;1.0;1;0.9982392738090411
0;1;0.8461538461538461;0;1.6980423788279818e-22;0;0.47699576005759176
1;1;1.0;0;6.356288083053493e-12;1;0.9980231331315782
0;0;0.3333333333333333;0;8.300481108596933e-17;1;0.850794330540873
1;1;0.8461538461538461;0;5.2711571649863786e-20;1;0.5531117909592633
1;1;1.0;0;8.381693288649828e-18;1;0.5013280935294339
1;1;0.875;0;2.1794088891283253e-12;1;0.9445916722683441
1;1;1.0;0;8.587498458921619e-10;1;0.9999447029361714
1;0;0.3333333333333333;1;1.0;1;0.9907752952524871
1;1;0.9;0;2.3583820089841384e-19;0;0.24985340634520586
1;1;0.8571428571428571;1;1.0;1;0.9877084699274716
1;1;1.0;0;5.768726256098748e-18;1;0.6048389751818875
0;0;0.2857142857142857;0;3.6021780618742635e-21;0;0.4302386415771997
0;0;0.3333333333333333;0;4.941570142335046e-20;0;0.3828480150764219
1;1;0.8571428571428571;0;7.470530631196474e-13;1;0.9977049174192326
1;1;1.0;1;1.0;1;0.9981626627692889
0;0;0.2857142857142857;0;3.394326833988291e-20;0;0.4548519967179308
0;0;0.5;0;8.266187540774825e-18;1;0.5107020458540723
1;1;1.0;0;1.8281577547221472e-13;1;0.9999344000745134
